;App Name;App Id;Category;Rating;Rating Count;Installs;Minimum Installs;Maximum Installs;Free;Price;Currency;Size;Minimum Android;Developer Id;Developer Website;Developer Email;Released;Last Updated;Content Rating;Privacy Policy;Ad Supported;In App Purchases;Editors Choice;Scraped Time;Big_Category2;App;Image
1021;Findy Bus Öğrenci Veli Takip Yazılımı;com.findybus;Education;5.0;171.0;500+;500.0;585;True;0.0;USD;12M;4.1 and up;Findy Bus Yeni Nesil Öğrenci Takip Sistemi;https://www.findybus.com/;findybus@gmail.com;Nov 25, 2019;Mar 08, 2020;Everyone;https://docs.google.com/document/d/11MtUPPvekp4E6eN4-v4n0rIIHLbsNvQa2a8KIxnf3z0/edit?usp=sharing;False;False;False;2021-06-15 21:09:14;Education;Findy Bus Öğrenci Veli Takip Yazılımı;"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
1022;Blackjack - Free & Offline;com.fassor.android.blackjack;Casino;4.4;14126.0;500,000+;500000.0;855505;True;0.0;USD;6.1M;4.4 and up;Fassor;https://www.fassor.com;contact@fassor.com;Jun 4, 2018;Mar 09, 2021;Teen;https://www.fassor.com/privacy.html;True;True;False;2021-06-16 00:29:43;Games;Blackjack - Free & Offline;"[[[25 91 31]
  [26 91 31]
  [26 91 31]
  ...
  [25 90 30]
  [26 91 30]
  [26 91 31]]

 [[25 91 31]
  [25 91 31]
  [26 90 31]
  ...
  [25 90 30]
  [25 90 30]
  [26 91 30]]

 [[25 90 30]
  [25 90 30]
  [25 90 30]
  ...
  [25 90 30]
  [25 90 30]
  [25 90 30]]

 ...

 [[26 89 30]
  [26 89 30]
  [26 90 30]
  ...
  [26 90 31]
  [26 90 31]
  [26 90 31]]

 [[26 90 30]
  [26 90 30]
  [26 91 31]
  ...
  [26 91 31]
  [26 91 31]
  [26 91 31]]

 [[26 90 30]
  [26 90 30]
  [26 91 31]
  ...
  [26 91 31]
  [26 91 31]
  [26 91 31]]]"
1023;Galaxy S10 Wallpapers, 4k Amoled - Darknex Pro💎;com.luzapplications.alessio.darkwallpapers;Lifestyle;4.1;249.0;10,000+;10000.0;36152;False;1.99;USD;2.1M;4.1 and up;Walloop;http://walloop.com;luzapplications@gmail.com;Dec 15, 2017;Sep 23, 2020;Everyone;https://calloop.weebly.com/privacy-policy4.html;False;False;False;2021-06-15 21:39:16;Lifestyle;Galaxy S10 Wallpapers, 4k Amoled - Darknex Pro💎;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1024;Mod Barbie Pink - Maps House Minecraft PE 2021;com.modbarbie.hermosso;Tools;4.1;366.0;1,000,000+;1000000.0;1398660;True;0.0;USD;15M;5.0 and up;Cv. Hermosso;https://hermosso.xyz/;guidehermoso@yahoo.com;Nov 12, 2020;Nov 13, 2020;Everyone;https://hermosso.xyz/modbarbie.html;True;False;False;2021-06-15 20:24:36;Tools;Mod Barbie Pink - Maps House Minecraft PE 2021;"[[[240 240 240  23]
  [244 244 244  27]
  [250 250 250  36]
  ...
  [254 254 254  41]
  [253 253 253  32]
  [252 252 252  29]]

 [[241 241 241  24]
  [244 244 244  28]
  [250 250 250  37]
  ...
  [254 254 254  42]
  [253 253 253  33]
  [252 252 252  29]]

 [[244 244 244  24]
  [246 246 246  28]
  [249 249 249  36]
  ...
  [248 252 251  41]
  [251 252 251  33]
  [251 251 251  29]]

 ...

 [[  0   0   0  44]
  [  0   0   0  50]
  [  0   0   0  61]
  ...
  [  0   0   0  66]
  [  0   0   0  57]
  [  0   0   0  52]]

 [[  0   0   0  37]
  [  0   0   0  42]
  [  0   0   0  54]
  ...
  [  0   0   0  60]
  [  0   0   0  50]
  [  0   0   0  45]]

 [[  0   0   0  34]
  [  0   0   0  39]
  [  0   0   0  51]
  ...
  [  0   0   0  57]
  [  0   0   0  46]
  [  0   0   0  41]]]"
1025;Project Nursery Smart Camera Plus;com.projectnursery.smartcameraplus;Photography;2.0;110.0;10,000+;10000.0;10857;True;0.0;USD;58M;4.2 and up;VOXX International;http://www.voxxintl.com;nnpbcv@gmail.com;Dec 7, 2017;Jul 30, 2019;Everyone;http://static.wristbandsupport.com/project-nursery/app/legal/privacy-policy.html;False;False;False;2021-06-16 07:13:42;Entertainment;Project Nursery Smart Camera Plus;"[[[ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]
  ...
  [ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]]

 [[ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]
  ...
  [ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]]

 [[ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]
  ...
  [ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]]

 ...

 [[ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]
  ...
  [ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]]

 [[ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]
  ...
  [ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]]

 [[ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]
  ...
  [ 59 195 242]
  [ 59 195 242]
  [ 59 195 242]]]"
1026;Ultimate Car Stunts : Extreme Car Stunts Racing 3D;com.case7Games.extremecarstunts;Racing;3.8;303.0;100,000+;100000.0;309131;True;0.0;USD;65M;5.0 and up;Case 7 Games : Fantastic 3D Games;https://case7game.blogspot.com;case7sup@gmail.com;Mar 21, 2019;Sep 13, 2020;Everyone;http://case7game.blogspot.com/2018/04/privacy-policy.html;True;False;False;2021-06-16 09:07:41;Games;Ultimate Car Stunts : Extreme Car Stunts Racing 3D;"[[[ 69 154 215]
  [ 69 154 215]
  [ 69 154 215]
  ...
  [ 76 159 218]
  [ 76 159 218]
  [ 75 159 218]]

 [[ 69 154 215]
  [ 69 154 215]
  [ 69 154 215]
  ...
  [ 76 159 218]
  [ 76 159 218]
  [ 76 159 218]]

 [[ 69 154 215]
  [ 69 154 215]
  [ 69 154 215]
  ...
  [ 76 160 218]
  [ 76 160 218]
  [ 76 159 218]]

 ...

 [[ 95 109 119]
  [ 95 109 119]
  [ 95 109 119]
  ...
  [ 94 108 117]
  [ 94 107 117]
  [ 94 107 117]]

 [[ 93 107 117]
  [ 93 107 118]
  [ 94 108 118]
  ...
  [ 94 109 118]
  [ 95 109 118]
  [ 95 109 118]]

 [[ 92 106 116]
  [ 92 106 117]
  [ 93 107 118]
  ...
  [ 95 109 118]
  [ 95 109 119]
  [ 95 109 119]]]"
1027;TwinTurbo VPN;app.twinturbo.vpn;Tools;3.9;113.0;10,000+;10000.0;40776;True;0.0;USD;10M;4.3 and up;Digital Communication Services;http://alzahimdigital.com/;digitalserviceapps@gmail.com;Feb 26, 2020;Mar 29, 2021;Everyone;;True;True;False;2021-06-16 09:06:00;Tools;TwinTurbo VPN;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1028;حرز التاج لقضاء الحوائج;com.alsehlawi.ali.taj;Books & Reference;4.8;831.0;50,000+;50000.0;68525;True;0.0;USD;4.7M;4.1 and up;Ali Alsehlawi;https://alsehlawi.blogspot.com/;alisadik2005@gmail.com;Mar 7, 2020;Sep 13, 2020;Teen;;True;False;False;2021-06-16 03:49:27;Entertainment;حرز التاج لقضاء الحوائج;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1029;Impossible Motor Bike Tracks New Motor Bike;bike.games.mountain.bike.impossible.games.impossible.track.stunt;Auto & Vehicles;4.2;1593.0;500,000+;500000.0;870504;True;0.0;USD;32M;4.1 and up;Holmes Funmtep;;XBRAKERVSARCADE@gmail.com;Aug 14, 2018;Aug 15, 2018;Everyone;https://everyplay.com/privacy-policy;True;False;False;2021-06-16 01:16:59;Lifestyle;Impossible Motor Bike Tracks New Motor Bike;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1030;Anime Paint - Color By Number;com.dragonplus.animepaint;Art & Design;4.6;18252.0;1,000,000+;1000000.0;1337301;True;0.0;USD;63M;4.4 and up;DragonPlus Game Limited;https://colorfever.dragonplus.com/;support@dragonplus.com;Nov 1, 2019;Jul 22, 2020;Everyone;https://colorfever.dragonplus.com/privacy-policy;True;True;False;2021-06-16 06:53:44;Entertainment;Anime Paint - Color By Number;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1031;P!k by Pikolin;com.pikolin.smartband.pik;Health & Fitness;1.8;288.0;10,000+;10000.0;16607;True;0.0;USD;8.2M;5.0 and up;Grupo PIKOLIN;http://www.geeksme.com;development@geeksme.com;;Oct 27, 2020;Teen;https://smartpik.pikolin.com/privacy-policy;False;False;False;2021-06-15 23:29:10;Lifestyle;P!k by Pikolin;"[[[236   7  40]
  [236   7  40]
  [236   7  40]
  ...
  [236   7  40]
  [236   7  40]
  [236   7  40]]

 [[236   7  40]
  [236   7  40]
  [236   7  40]
  ...
  [236   7  40]
  [236   7  40]
  [236   7  40]]

 [[236   7  40]
  [236   7  40]
  [236   7  40]
  ...
  [236   7  40]
  [236   7  40]
  [236   7  40]]

 ...

 [[236   7  40]
  [236   7  40]
  [236   7  40]
  ...
  [236   7  40]
  [236   7  40]
  [236   7  40]]

 [[236   7  40]
  [236   7  40]
  [236   7  40]
  ...
  [236   7  40]
  [236   7  40]
  [236   7  40]]

 [[236   7  40]
  [236   7  40]
  [236   7  40]
  ...
  [236   7  40]
  [236   7  40]
  [236   7  40]]]"
1032;Analog Film Pink Camera-Palette,Photo editor,Paris;com.camerafilter.pinkanalog;Photography;4.3;3177.0;500,000+;500000.0;865754;True;0.0;USD;20M;4.4 and up;Analog Film Photo & Photo Editor & Camera;https://pbac6744f.app-ads-txt.com;sorrylife988@yeah.net;Nov 16, 2018;Feb 05, 2021;Everyone;https://sites.google.com/site/privacypolicyjjtestnewapp/;True;True;False;2021-06-15 20:28:33;Entertainment;Analog Film Pink Camera-Palette,Photo editor,Paris;"[[[ 56 118 113]
  [ 57 118 113]
  [ 58 119 114]
  ...
  [ 86 107 106]
  [ 86 107 105]
  [ 85 106 105]]

 [[ 56 118 113]
  [ 57 118 113]
  [ 58 119 115]
  ...
  [ 86 108 106]
  [ 86 107 105]
  [ 85 107 105]]

 [[ 57 119 114]
  [ 57 119 114]
  [ 59 120 116]
  ...
  [ 86 109 107]
  [ 85 108 106]
  [ 85 108 106]]

 ...

 [[157  72  97]
  [157  72  96]
  [157  72  96]
  ...
  [231  89 139]
  [231  89 139]
  [231  89 139]]

 [[161  77 101]
  [161  76 101]
  [161  76 100]
  ...
  [232  90 140]
  [231  90 139]
  [231  89 139]]

 [[163  79 103]
  [162  78 102]
  [162  77 102]
  ...
  [232  90 140]
  [232  90 140]
  [231  89 139]]]"
1033;Love Quotes in French – Create Romantic Love Cards;com.juvasal.fr.belles.citations.amour;Entertainment;4.6;1917.0;100,000+;100000.0;302678;True;0.0;USD;8.4M;4.0.3 and up;Jublapa Labs FR;;jublapa@gmail.com;Dec 15, 2014;Feb 07, 2019;Teen;https://www.dropbox.com/s/24fsviw0dxqzmfk/JuvasalFR.txt?dl=0;True;False;False;2021-06-16 10:19:41;Entertainment;Love Quotes in French – Create Romantic Love Cards;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1034;أغاني الشاب جليل 2021 | Cheb Djalil;com.cheb.djalil;Music & Audio;4.3;746.0;100,000+;100000.0;213141;True;0.0;USD;48M;4.0 and up;TEAM DZ DEV;https://teamdzdev.blogspot.com/;team_dev@outlook.com;Jul 14, 2018;Sep 28, 2019;Everyone;https://sites.google.com/site/teamdzdev/app-privacy-policy;True;False;False;2021-06-16 08:06:07;Entertainment;أغاني الشاب جليل 2021 | Cheb Djalil;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1035;Chat Médico Asisa;com.asisa.chatmedico;Medical;3.7;241.0;10,000+;10000.0;39634;True;0.0;USD;23M;4.4 and up;ASISA S.A.;http://app.medipremium.com/more_info_asisa.php;teescuchamos@asisa.es;;Jan 26, 2021;Everyone;https://app.medipremium.com/terms_asisa.html;False;False;False;2021-06-16 07:14:37;Lifestyle;Chat Médico Asisa;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1036;Mentro - Resources, Videos, Mentors, Internships;com.mentro.mentro_app;Education;4.9;106.0;1,000+;1000.0;2778;True;0.0;USD;8.6M;4.4 and up;Mentro;https://mentro.tech;contact@mentro.tech;Mar 7, 2021;Jun 10, 2021;Everyone;https://faqs-mentro.web.app/;False;False;False;2021-06-16 02:42:59;Education;Mentro - Resources, Videos, Mentors, Internships;"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
1037;Fart Sounds / Fart App - FART RATER;com.fartrater;Entertainment;3.7;105.0;10,000+;10000.0;34052;True;0.0;USD;32M;4.4 and up;Bressel & Mothes Media GbR;https://fartrater.app;fartrater@maprodo.de;Sep 17, 2019;Feb 15, 2021;Teen;https://fartrater.app/#privacy;True;False;False;2021-06-16 10:55:33;Entertainment;;
1038;English Pronunciation (American Accent) - mepro;com.mepro.english_pronunciation;Education;4.1;272.0;10,000+;10000.0;32541;True;0.0;USD;6.2M;4.0 and up;mepro;http://mepro.com.vn;app.mepro.2018@gmail.com;Feb 24, 2018;Jul 30, 2019;Everyone;http://mepro.com.vn;True;True;False;2021-06-16 00:54:34;Education;English Pronunciation (American Accent) - mepro;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1039;Radio Taraf Romania;com.radiotaraf.app;Music & Audio;4.9;101.0;5,000+;5000.0;8472;True;0.0;USD;6.1M;4.1 and up;Sorin Media;https://www.sorinmedia.ro;contact@sorinmedia.ro;Feb 14, 2020;Aug 04, 2020;Everyone;https://sites.google.com/view/confidentialitate-app/;True;False;False;2021-06-15 20:44:39;Entertainment;Radio Taraf Romania;"[[[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 ...

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]

 [[255 255 255]
  [255 255 255]
  [255 255 255]
  ...
  [255 255 255]
  [255 255 255]
  [255 255 255]]]"
1040;Mi-Light 3.0;com.irainxun.wifilight;Tools;2.2;847.0;100,000+;100000.0;175128;True;0.0;USD;8.8M;4.3 and up;Mi-Light;http://www.futlight.com;sales@futlight.com;Sep 20, 2016;Dec 12, 2018;Everyone;http://www.futlight.com;False;False;False;2021-06-16 13:42:56;Tools;Mi-Light 3.0;"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1041;EasyPrint 3D App (new);com.geeetech.administrator.easyprint;Tools;2.0;139.0;10,000+;10000.0;20083;True;0.0;USD;9.6M;4.1 and up;GEEETECH;http://www.geeetech.com/;marketing@geeetech.cn;Aug 14, 2018;Feb 12, 2019;Everyone;https://www.geeetech.com/privacy.html;False;False;False;2021-06-16 08:13:42;Tools;EasyPrint 3D App (new);"[[[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 ...

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]

 [[0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]
  ...
  [0 0 0 0]
  [0 0 0 0]
  [0 0 0 0]]]"
1042;Автобусы Баранович - расписание движения;com.dmitrytavpeko.p.barbuses;Maps & Navigation;4.8;526.0;10,000+;10000.0;18819;True;0.0;USD;3.6M;5.0 and up;Dmitry Tavpeko;https://t.me/baranovichi_transport;d.barbuses@gmail.com;Jun 29, 2018;Jun 03, 2021;Everyone;https://yadi.sk/i/vMLPLHVReR86pw;True;False;False;2021-06-16 11:26:16;Tools;Автобусы Баранович - расписание движения;"[[[254 139  10]
  [254 139  10]
  [254 139  10]
  ...
  [254 139  10]
  [254 139  10]
  [254 139  10]]

 [[254 139  10]
  [254 139  10]
  [254 139  10]
  ...
  [254 139  10]
  [254 139  10]
  [254 139  10]]

 [[254 139  11]
  [254 139  11]
  [254 139  11]
  ...
  [254 139  11]
  [254 139  11]
  [254 139  11]]

 ...

 [[254 104  46]
  [254 104  46]
  [254 104  46]
  ...
  [254 104  46]
  [254 104  46]
  [254 104  46]]

 [[254 104  46]
  [254 104  46]
  [254 104  46]
  ...
  [254 104  46]
  [254 104  46]
  [254 104  46]]

 [[254 104  46]
  [254 104  46]
  [254 104  46]
  ...
  [254 104  46]
  [254 104  46]
  [254 104  46]]]"
